id,age,race_raw,sex,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_degree,two_year_recid,race
2828,22,African-American,0,0,0,0,0,0,1,1
2830,56,African-American,1,0,0,0,4,1,0,1
2837,58,African-American,0,0,0,0,3,0,0,1
2841,24,Caucasian,1,0,1,2,3,0,0,0
2842,22,African-American,1,0,0,0,0,1,1,1
2843,39,Caucasian,1,0,0,0,0,0,0,0
2845,46,Caucasian,1,0,0,0,10,1,1,0
2846,38,Caucasian,1,0,0,0,1,1,1,0
2848,23,Caucasian,1,0,0,0,0,0,1,0
2852,25,African-American,1,0,0,0,0,1,0,1
2854,31,African-American,1,0,0,0,19,1,1,1
2855,25,African-American,0,0,0,0,1,0,1,1
2856,26,African-American,1,0,0,0,6,1,0,1
2857,25,African-American,1,0,0,1,2,1,0,1
2859,37,Caucasian,1,0,0,0,11,1,1,0
2860,36,African-American,1,0,0,0,0,1,0,1
2862,26,African-American,1,0,0,0,1,1,1,1
2864,35,African-American,1,0,0,0,7,1,1,1
2865,22,African-American,1,0,0,0,2,1,1,1
2867,25,Caucasian,1,0,0,0,0,1,0,0
2870,24,African-American,1,0,0,0,2,0,1,1
2871,21,African-American,1,0,0,1,0,1,1,1
2873,32,Caucasian,1,2,0,1,15,1,1,0
2874,33,African-American,1,0,0,0,2,0,1,1
2875,33,African-American,1,0,0,0,10,1,1,1
2879,29,Caucasian,1,0,0,0,0,0,0,0
2880,50,Caucasian,1,0,0,0,8,1,0,0
2883,33,African-American,1,0,0,0,14,1,1,1
2885,37,African-American,1,0,1,0,13,1,1,1
2886,27,African-American,1,0,0,0,9,1,1,1
2887,27,African-American,1,0,0,0,0,0,0,1
2892,58,African-American,1,0,0,0,1,1,0,1
2893,27,African-American,1,0,0,0,4,1,0,1
2897,28,Caucasian,1,0,0,0,1,1,1,0
2898,31,Caucasian,0,0,0,0,0,0,0,0
2900,24,African-American,1,0,0,0,3,0,0,1
2901,26,African-American,1,0,0,0,6,1,1,1
2902,43,Caucasian,1,0,0,0,0,0,0,0
2907,22,African-American,1,0,0,0,3,1,1,1
2908,23,African-American,1,0,0,0,0,1,0,1
2910,42,Caucasian,1,0,0,0,0,0,0,0
2913,30,African-American,1,0,3,0,18,0,0,1
2914,29,African-American,1,0,0,0,1,1,0,1
2915,38,Caucasian,1,0,0,0,2,1,1,0
2917,26,Caucasian,1,0,0,1,3,0,0,0
2922,51,African-American,1,0,0,0,5,0,0,1
2926,23,African-American,1,0,0,0,0,1,1,1
2927,34,African-American,1,0,0,0,7,1,1,1
2928,35,African-American,1,0,0,0,1,0,0,1
2929,22,Caucasian,1,0,0,0,0,1,0,0
2930,29,African-American,1,0,0,0,10,0,1,1
2931,40,African-American,1,0,0,0,0,1,0,1
2932,36,African-American,1,0,0,0,2,1,0,1
2933,26,African-American,1,0,0,0,8,1,1,1
2934,25,African-American,1,0,0,0,1,1,1,1
2935,69,Caucasian,1,0,0,0,0,0,0,0
2936,27,African-American,1,0,1,0,1,1,0,1
2937,20,Caucasian,1,0,0,0,0,1,1,0
2938,27,African-American,1,0,0,0,1,1,0,1
2939,24,African-American,0,0,0,0,6,0,0,1
2943,42,Caucasian,1,0,0,0,0,1,0,0
2946,25,Caucasian,1,0,0,0,1,1,0,0
2951,25,African-American,1,0,0,0,0,1,0,1
2952,22,African-American,1,0,0,0,0,1,0,1
2954,21,Caucasian,1,0,0,0,0,1,0,0
2955,30,African-American,1,0,0,0,1,0,0,1
2956,46,Caucasian,1,0,0,0,9,0,0,0
2959,26,African-American,1,0,0,0,2,0,0,1
2961,33,African-American,1,0,0,0,0,1,1,1
2962,40,African-American,1,0,0,0,1,0,0,1
2963,34,Caucasian,1,0,0,0,0,1,0,0
2964,22,Caucasian,1,0,0,0,1,1,1,0
2968,31,African-American,1,0,0,0,4,0,1,1
2969,59,Caucasian,1,0,0,0,3,0,1,0
2972,50,African-American,1,0,0,0,0,1,0,1
2974,57,African-American,1,0,0,0,8,1,1,1
2976,31,African-American,1,0,0,0,5,0,0,1
2979,44,African-American,1,0,0,0,9,1,0,1
2982,48,African-American,1,0,0,0,5,1,1,1
2983,25,Caucasian,0,0,0,0,0,1,0,0
2984,51,African-American,1,0,0,0,5,0,0,1
2985,50,Caucasian,1,0,0,0,0,1,1,0
2988,57,Caucasian,1,0,0,0,2,1,0,0
2990,55,Caucasian,1,0,0,0,0,0,0,0
2991,59,African-American,1,0,0,0,4,1,1,1
2992,42,African-American,0,0,0,0,0,1,0,1
2997,32,African-American,1,0,0,0,21,1,1,1
3003,42,African-American,1,0,0,0,1,1,0,1
3004,29,African-American,1,0,0,0,8,1,1,1
3005,21,African-American,1,0,0,0,1,1,0,1
3010,58,Caucasian,1,0,0,0,0,0,0,0
3014,22,African-American,1,0,0,1,1,1,1,1
3015,46,Caucasian,1,0,0,0,1,0,1,0
3019,50,Caucasian,1,0,0,0,0,0,1,0
3020,46,African-American,1,0,0,0,2,1,0,1
3021,44,African-American,0,0,1,0,11,1,1,1
3022,35,African-American,1,0,0,0,4,0,0,1
3023,30,African-American,1,0,1,0,14,1,1,1
3025,42,African-American,1,0,0,0,2,1,0,1
3027,46,African-American,1,0,0,0,5,1,1,1
3029,42,African-American,1,0,0,0,0,1,1,1
3031,29,Caucasian,1,0,0,0,7,1,1,0
3032,32,African-American,1,0,0,1,8,1,0,1
3034,33,African-American,0,0,0,0,1,0,0,1
3035,25,Caucasian,1,0,0,0,4,1,0,0
3036,33,African-American,0,0,0,0,0,0,0,1
3039,35,Caucasian,1,0,0,0,1,1,1,0
3040,56,African-American,1,0,0,0,1,1,0,1
3041,38,Caucasian,1,0,0,0,0,0,1,0
3042,40,African-American,0,0,0,0,4,0,0,1
3046,28,African-American,1,0,0,1,4,1,0,1
3051,51,African-American,1,0,0,0,0,0,0,1
3053,35,African-American,1,0,0,0,2,0,0,1
3055,61,African-American,1,0,0,0,5,1,0,1
3056,25,African-American,1,0,0,0,0,1,0,1
3057,25,African-American,1,0,0,0,4,1,1,1
3058,26,African-American,1,0,0,0,0,0,0,1
3064,42,Caucasian,1,0,0,0,1,0,0,0
3066,25,African-American,0,0,0,0,1,1,0,1
3067,26,African-American,1,0,1,0,13,0,1,1
3068,31,African-American,1,0,0,0,9,1,0,1
3069,35,Caucasian,1,0,0,1,1,1,0,0
3074,34,Caucasian,1,0,0,0,0,1,0,0
3078,33,Caucasian,0,0,0,0,1,0,0,0
3081,30,African-American,1,0,0,1,3,1,0,1
3084,50,African-American,0,0,0,0,7,0,0,1
3085,21,African-American,1,0,0,0,0,1,0,1
3087,31,African-American,1,0,0,0,2,1,1,1
3089,23,African-American,0,0,0,0,0,0,0,1
3090,25,African-American,1,0,0,0,1,1,0,1
3093,24,Caucasian,0,0,0,0,1,1,0,0
3094,31,African-American,1,0,0,0,13,0,1,1
3096,60,African-American,1,0,0,0,0,1,0,1
3101,30,African-American,1,0,0,0,2,1,0,1
3107,46,Caucasian,1,0,0,0,0,0,0,0
3110,21,Caucasian,1,0,0,1,0,0,1,0
3112,35,African-American,1,0,0,0,0,1,0,1
3116,23,African-American,1,0,0,0,1,1,1,1
3117,23,African-American,1,0,0,0,3,1,1,1
3118,28,African-American,1,0,0,0,2,0,0,1
3122,46,Caucasian,1,0,0,1,2,0,0,0
3129,56,African-American,1,0,0,0,1,1,0,1
3134,24,African-American,1,0,0,0,1,0,1,1
3136,33,Caucasian,0,0,0,0,0,0,0,0
3137,48,Caucasian,1,0,0,0,2,0,0,0
3138,33,African-American,1,0,0,0,11,1,1,1
3145,30,African-American,1,0,1,1,7,1,1,1
3152,43,Caucasian,0,0,0,0,7,1,0,0
3153,32,Caucasian,1,0,0,0,0,1,0,0
3156,49,Caucasian,1,0,0,0,4,1,0,0
3157,24,Caucasian,1,0,0,0,0,1,0,0
3158,26,African-American,1,0,0,0,1,1,0,1
3159,42,Caucasian,1,0,0,0,0,1,0,0
3160,22,African-American,1,0,0,0,1,1,1,1
3162,29,Caucasian,1,0,0,1,7,0,1,0
3163,39,Caucasian,1,0,0,0,0,0,0,0
3164,27,African-American,1,0,2,1,13,1,1,1
3165,38,Caucasian,1,0,0,0,2,1,1,0
3166,20,Caucasian,1,0,0,0,0,1,1,0
3168,25,African-American,1,2,0,0,4,1,1,1
3169,53,Caucasian,1,0,0,0,0,0,0,0
3170,27,African-American,0,0,0,0,0,0,1,1
3175,50,Caucasian,1,0,0,0,1,0,1,0
3176,41,African-American,1,0,0,0,4,1,0,1
3178,22,Caucasian,1,0,0,2,5,1,1,0
3181,22,Caucasian,1,0,0,2,0,1,1,0
3182,25,African-American,1,0,0,0,2,1,0,1
3183,42,African-American,1,0,0,0,1,1,1,1
3190,24,African-American,1,0,0,1,0,1,0,1
3191,37,African-American,1,0,0,0,4,1,0,1
3192,37,Caucasian,1,0,0,0,0,0,0,0
3200,35,African-American,1,0,0,0,1,1,1,1
3203,24,Caucasian,0,0,0,0,0,1,0,0
3205,49,Caucasian,1,0,0,0,2,0,0,0
3206,38,African-American,1,0,0,0,9,1,0,1
3208,30,African-American,0,0,0,0,0,0,0,1
3209,22,African-American,1,0,0,0,3,1,0,1
3212,25,African-American,1,0,0,0,0,1,1,1
3215,52,Caucasian,1,0,0,0,0,0,0,0
3217,26,Caucasian,1,0,0,0,0,1,0,0
3223,45,Caucasian,1,0,0,0,9,1,1,0
3225,20,African-American,1,0,0,0,0,1,1,1
3226,29,African-American,1,0,0,0,4,1,0,1
3227,43,Caucasian,1,0,0,0,1,1,1,0
3229,26,Caucasian,1,0,0,0,2,1,0,0
3230,46,African-American,0,0,0,0,4,1,0,1
3232,46,African-American,0,0,0,0,0,1,0,1
3236,29,African-American,1,0,0,0,12,1,1,1
3237,41,Caucasian,1,0,0,0,0,0,0,0
3240,25,African-American,0,0,0,0,5,1,0,1
3242,23,African-American,1,1,0,0,2,1,0,1
3246,30,Caucasian,1,0,0,0,0,0,0,0
3247,34,Caucasian,1,0,0,0,1,1,0,0
3248,70,Caucasian,1,0,0,0,11,1,1,0
3250,52,Caucasian,1,0,0,0,2,1,0,0
3255,51,African-American,1,0,0,0,4,0,0,1
3260,55,African-American,1,0,0,0,21,1,1,1
3261,49,Caucasian,0,0,0,0,1,1,0,0
3265,47,Caucasian,0,0,0,0,0,1,0,0
3267,27,African-American,1,0,0,0,0,0,0,1
3268,25,Caucasian,1,0,2,0,5,0,1,0
3270,21,African-American,1,0,1,0,1,1,1,1
3272,37,African-American,1,0,0,1,26,1,1,1
3273,21,African-American,1,0,0,0,1,1,1,1
3274,21,African-American,1,0,0,0,0,1,0,1
3278,25,African-American,1,0,0,0,4,1,1,1
3280,27,African-American,0,0,0,0,3,1,1,1
3281,30,Caucasian,1,0,0,0,3,1,1,0
3283,70,Caucasian,1,0,0,0,0,0,0,0
3284,37,Caucasian,1,0,0,0,11,1,1,0
3285,46,African-American,1,0,0,0,5,1,1,1
3288,43,African-American,1,0,0,0,18,1,1,1
3289,38,African-American,1,0,0,0,15,1,0,1
3290,29,African-American,1,0,0,0,0,1,0,1
3291,37,African-American,1,0,0,0,8,0,1,1
3293,27,Caucasian,0,0,0,0,0,1,0,0
3298,31,Caucasian,1,0,0,0,6,0,0,0
3299,29,African-American,1,0,0,0,3,1,1,1
3301,30,African-American,0,0,0,0,0,0,0,1
3302,25,Caucasian,0,0,0,0,2,1,1,0
3304,40,African-American,1,0,0,0,3,1,0,1
3306,33,Caucasian,1,0,0,0,1,0,0,0
3309,26,Caucasian,1,0,0,0,5,1,1,0
3312,61,Caucasian,1,0,0,0,1,0,0,0
3314,30,Caucasian,1,0,0,0,2,1,0,0
3315,62,Caucasian,1,0,0,0,0,0,0,0
3316,27,Caucasian,0,0,0,0,4,0,1,0
3318,48,Caucasian,1,0,0,0,9,1,0,0
3319,40,Caucasian,0,0,0,0,0,1,0,0
3320,24,Caucasian,1,0,0,0,0,1,0,0
3322,22,African-American,1,0,0,0,0,1,1,1
3323,30,African-American,1,0,0,0,4,0,1,1
3324,63,Caucasian,1,0,0,0,0,0,0,0
3326,33,African-American,1,0,0,0,4,1,0,1
3329,43,Caucasian,1,0,0,0,0,0,1,0
3331,26,African-American,1,0,0,0,3,1,1,1
3332,51,African-American,1,0,0,0,1,1,0,1
3333,39,Caucasian,1,0,0,0,3,1,1,0
3337,32,African-American,1,0,0,0,14,1,1,1
3338,22,African-American,1,0,0,0,0,0,0,1
3339,59,Caucasian,1,0,0,0,0,1,0,0
3340,38,African-American,1,0,5,0,37,0,1,1
3341,23,African-American,1,0,0,0,2,1,0,1
3342,42,African-American,1,0,0,0,0,0,1,1
3344,38,African-American,1,0,0,0,2,1,1,1
3345,34,Caucasian,0,0,0,0,2,1,0,0
3347,36,African-American,0,0,0,0,7,1,1,1
3349,36,African-American,1,0,0,0,0,0,1,1
3350,31,African-American,1,0,0,0,1,1,0,1
3351,28,African-American,0,0,0,0,3,1,1,1
3354,28,African-American,1,0,0,0,1,1,1,1
3357,43,African-American,1,0,0,0,0,1,0,1
3358,40,African-American,1,0,0,0,1,1,0,1
3359,31,African-American,1,0,2,0,15,1,1,1
3360,54,African-American,1,0,0,0,6,1,1,1
3362,24,African-American,1,0,0,0,17,1,1,1
3369,21,African-American,1,0,0,1,1,1,1,1
3371,22,African-American,1,0,0,1,0,1,0,1
3380,45,African-American,0,0,0,0,1,1,0,1
3381,29,African-American,1,0,0,0,1,0,1,1
3383,46,African-American,1,0,0,0,10,1,1,1
3384,21,Caucasian,1,0,1,2,1,1,0,0
3386,35,Caucasian,1,0,0,0,6,1,1,0
3387,52,African-American,1,0,0,0,1,0,1,1
3390,48,Caucasian,1,0,0,0,0,0,0,0
3391,29,African-American,0,0,0,3,9,0,1,1
3392,48,Caucasian,1,0,0,0,0,0,0,0
3393,31,African-American,1,0,0,0,10,1,1,1
3394,21,Caucasian,1,0,0,0,3,1,1,0
3396,47,African-American,1,0,0,0,0,0,0,1
3398,21,African-American,1,1,2,2,3,1,1,1
3399,35,African-American,1,3,0,0,13,1,0,1
3401,46,African-American,1,0,0,0,3,0,1,1
3403,34,African-American,1,0,0,0,5,1,1,1
3404,52,African-American,1,0,0,0,2,1,0,1
3406,21,Caucasian,1,0,0,0,0,0,1,0
3407,53,Caucasian,1,0,0,0,1,0,0,0
3408,19,Caucasian,0,0,0,0,0,1,1,0
3409,22,African-American,1,0,0,0,0,0,0,1
3410,45,African-American,1,0,0,0,1,1,0,1
3411,27,Caucasian,0,0,0,0,0,1,0,0
3412,25,Caucasian,1,0,0,0,0,0,0,0
3413,30,Caucasian,1,0,0,0,0,1,1,0
3415,31,African-American,1,0,0,0,2,1,1,1
3417,28,Caucasian,1,0,0,0,3,1,0,0
3418,36,African-American,1,0,0,0,3,0,1,1
3419,27,African-American,1,0,0,0,7,1,1,1
3420,42,African-American,1,0,0,0,1,1,0,1
3422,35,Caucasian,1,0,0,0,0,1,1,0
3423,33,Caucasian,0,0,0,0,2,1,0,0
3426,25,African-American,1,0,1,0,21,1,1,1
3427,42,Caucasian,0,0,0,0,0,0,0,0
3429,21,African-American,1,0,0,0,0,1,1,1
3431,28,African-American,0,0,0,0,0,0,0,1
3434,27,African-American,1,0,0,0,25,1,1,1
3437,21,Caucasian,0,0,0,0,0,1,0,0
3438,26,Caucasian,1,0,0,0,0,0,1,0
3439,36,Caucasian,1,0,0,0,0,1,0,0
3441,49,Caucasian,1,0,0,0,0,1,1,0
3444,44,Caucasian,1,0,0,0,0,1,1,0
3445,28,Caucasian,1,0,0,0,1,0,0,0
3448,35,African-American,0,0,0,0,12,1,1,1
3452,34,African-American,1,0,0,0,3,1,0,1
3453,45,African-American,1,0,0,0,15,1,1,1
3454,28,African-American,1,0,0,0,9,1,1,1
3455,25,African-American,0,0,0,0,1,1,0,1
3456,21,African-American,1,0,1,0,1,0,0,1
3457,48,African-American,1,0,0,0,1,1,0,1
3458,37,Caucasian,1,0,0,0,1,0,0,0
3460,24,African-American,1,0,0,0,3,1,1,1
3462,37,Caucasian,1,0,0,0,1,0,1,0
3463,39,Caucasian,1,0,0,0,1,1,0,0
3464,24,Caucasian,1,0,0,1,1,1,1,0
3470,23,African-American,1,0,0,0,1,1,1,1
3475,43,Caucasian,1,0,0,0,5,1,0,0
3476,28,African-American,1,0,0,0,6,0,1,1
3480,53,African-American,1,0,0,0,1,0,0,1
3481,27,African-American,0,0,0,0,2,0,1,1
3483,39,Caucasian,1,0,0,0,0,0,0,0
3484,47,African-American,1,0,0,0,22,1,1,1
3485,28,African-American,1,0,0,0,4,1,1,1
3488,36,Caucasian,1,0,0,0,2,1,0,0
3489,24,African-American,0,0,0,0,1,1,0,1
3492,23,African-American,1,0,0,0,3,1,0,1
3493,26,African-American,1,0,0,0,2,1,0,1
3498,31,African-American,1,0,0,0,7,1,1,1
3499,30,African-American,0,0,3,2,14,1,1,1
3500,25,Caucasian,1,0,0,0,2,0,0,0
3501,24,African-American,1,0,0,0,6,1,1,1
3504,26,African-American,1,0,0,0,2,0,0,1
3508,20,African-American,0,0,0,0,0,1,0,1
3511,23,Caucasian,1,0,0,0,0,1,0,0
3512,26,African-American,1,0,0,0,5,1,1,1
3515,40,Caucasian,1,0,0,0,4,0,0,0
3521,19,African-American,1,0,1,0,1,1,1,1
3523,53,Caucasian,1,0,0,0,1,1,0,0
3528,24,African-American,0,0,0,0,0,1,0,1
3531,33,Caucasian,0,0,0,0,2,1,0,0
3533,26,Caucasian,1,0,3,0,8,1,1,0
3535,32,Caucasian,1,0,0,0,2,1,0,0
3536,25,Caucasian,1,0,0,0,0,1,1,0
3538,21,African-American,1,0,0,0,1,1,0,1
3539,38,African-American,1,0,0,0,3,1,0,1
3540,23,Caucasian,1,0,0,0,0,1,0,0
3542,20,Caucasian,1,0,0,1,0,1,1,0
3543,39,Caucasian,0,0,0,0,4,1,1,0
3544,24,African-American,1,0,0,0,1,1,1,1
3547,49,African-American,1,0,0,0,3,1,0,1
3550,31,African-American,1,0,0,0,7,1,1,1
3551,20,African-American,1,0,0,0,1,1,1,1
3552,28,Caucasian,1,0,0,0,0,0,0,0
3554,67,Caucasian,1,0,0,0,3,1,0,0
3562,52,African-American,1,0,0,0,0,1,0,1
3563,45,African-American,1,0,0,0,17,1,1,1
3564,27,African-American,1,0,0,1,8,1,1,1
3566,22,Caucasian,1,0,0,0,1,1,0,0
3570,40,Caucasian,1,0,0,0,0,0,1,0
3571,30,Caucasian,1,0,0,0,1,0,1,0
3573,42,African-American,1,0,0,0,1,1,0,1
3574,24,African-American,1,0,0,1,2,1,1,1
3576,46,Caucasian,1,0,0,0,4,1,0,0
3577,38,African-American,1,0,0,0,4,1,0,1
3584,26,Caucasian,1,0,0,0,0,0,0,0
3585,54,Caucasian,1,0,0,0,1,0,1,0
3593,61,Caucasian,1,0,0,0,1,1,0,0
3594,51,African-American,1,0,0,0,1,0,1,1
3596,57,Caucasian,1,0,0,0,0,1,0,0
3597,24,Caucasian,1,0,0,3,3,0,1,0
3598,34,African-American,1,0,0,0,1,1,0,1
3601,28,African-American,0,0,0,0,10,0,1,1
3602,35,African-American,1,0,0,0,10,0,1,1
3603,30,African-American,1,0,0,0,6,1,1,1
3605,44,African-American,1,0,0,0,0,1,0,1
3611,61,Caucasian,1,0,0,0,10,1,0,0
3614,26,African-American,1,0,0,0,1,1,1,1
3616,48,African-American,1,1,0,0,10,1,1,1
3617,42,African-American,1,0,0,0,4,0,0,1
3618,38,Caucasian,1,0,0,0,10,1,1,0
3620,53,Caucasian,0,0,0,0,0,0,0,0
3622,26,African-American,1,0,0,0,3,0,0,1
3624,22,African-American,1,0,0,0,1,1,1,1
3626,50,Caucasian,1,0,0,0,0,1,0,0
3627,44,Caucasian,1,3,0,0,16,0,0,0
3628,24,African-American,1,0,1,3,4,1,1,1
3629,21,African-American,1,0,0,0,0,1,1,1
3630,50,Caucasian,1,0,0,0,0,1,0,0
3631,36,Caucasian,0,0,0,0,0,0,0,0
3634,39,Caucasian,1,0,0,0,0,1,0,0
3636,54,African-American,0,0,0,0,7,1,0,1
3639,29,African-American,1,0,0,0,0,0,0,1
3641,26,Caucasian,1,0,0,0,0,0,0,0
3642,41,African-American,1,0,0,0,3,1,1,1
3643,23,African-American,1,0,0,0,1,1,1,1
3645,34,Caucasian,1,0,0,0,0,0,0,0
3646,31,Caucasian,1,0,0,0,11,1,1,0
3647,20,African-American,1,0,0,0,0,1,0,1
3648,49,African-American,1,0,0,0,10,1,1,1
3649,26,African-American,1,0,0,0,4,1,1,1
3652,28,African-American,1,0,0,0,1,1,1,1
3653,26,African-American,1,0,0,0,0,1,0,1
3655,55,African-American,1,0,0,0,1,1,0,1
3656,22,African-American,1,0,0,0,0,0,0,1
3657,26,African-American,0,0,0,0,0,0,0,1
3661,58,African-American,1,0,0,0,16,1,1,1
3662,28,African-American,1,0,0,0,4,1,0,1
3663,33,African-American,1,0,0,0,8,1,0,1
3666,31,African-American,0,0,0,0,0,0,0,1
3667,26,African-American,1,0,0,0,1,0,0,1
3671,34,Caucasian,1,0,0,0,0,0,0,0
3674,32,African-American,0,0,0,0,0,1,0,1
3675,37,African-American,1,0,0,0,9,1,1,1
3676,50,African-American,1,0,0,0,1,1,0,1
3678,35,Caucasian,1,0,0,0,1,1,0,0
3679,47,Caucasian,0,0,0,0,0,0,1,0
3681,52,African-American,0,0,0,0,8,1,0,1
3684,26,African-American,1,0,1,2,5,1,1,1
3687,45,African-American,1,0,0,0,13,1,1,1
3692,41,African-American,1,0,0,0,8,1,1,1
3693,24,African-American,1,0,0,0,0,0,0,1
3696,21,African-American,1,0,1,0,1,1,0,1
3697,54,Caucasian,1,0,0,0,0,0,0,0
3698,49,Caucasian,1,0,0,0,0,1,0,0
3699,42,Caucasian,1,0,0,0,1,1,0,0
3700,21,African-American,1,0,0,0,1,1,1,1
3702,46,Caucasian,1,0,0,0,5,1,1,0
3703,74,Caucasian,1,0,0,0,0,0,0,0
3706,39,African-American,0,0,0,0,1,1,0,1
3709,38,African-American,0,0,0,0,0,1,0,1
3710,19,African-American,1,1,0,1,1,1,1,1
3711,28,Caucasian,1,0,0,0,0,1,1,0
3713,25,African-American,1,0,0,0,1,1,1,1
3714,53,Caucasian,1,0,0,0,1,0,0,0
3719,23,African-American,1,0,1,0,2,1,0,1
3720,55,Caucasian,1,0,0,0,33,1,1,0
3721,64,Caucasian,0,0,0,0,1,1,0,0
3722,23,African-American,1,0,0,0,1,0,1,1
3725,23,African-American,1,0,0,2,4,1,1,1
3729,34,African-American,1,0,0,0,0,1,0,1
3732,26,African-American,1,0,0,0,1,0,0,1
3736,44,Caucasian,1,0,0,0,4,1,0,0
3737,27,Caucasian,0,0,0,0,0,1,0,0
3738,28,Caucasian,1,0,0,0,14,1,0,0
3739,55,Caucasian,1,0,0,0,1,0,0,0
3741,36,African-American,1,0,0,0,15,1,0,1
3743,23,African-American,1,0,0,0,1,1,0,1
3744,56,African-American,1,0,0,0,1,0,0,1
3745,27,Caucasian,1,0,0,0,2,1,1,0
3747,37,Caucasian,1,0,0,0,1,0,0,0
3749,32,African-American,1,0,0,0,1,1,1,1
3751,41,African-American,1,2,0,0,18,0,1,1
3754,22,African-American,1,0,0,0,1,1,1,1
3757,37,Caucasian,1,0,0,0,1,1,1,0
3758,45,African-American,1,0,0,0,3,0,0,1
3759,31,African-American,0,0,0,0,14,1,0,1
3761,42,African-American,1,0,0,0,7,1,1,1
3763,26,African-American,1,0,2,2,20,1,1,1
3765,33,Caucasian,1,0,0,0,0,1,1,0
3766,22,Caucasian,1,0,0,0,0,0,1,0
3768,36,African-American,0,0,0,0,1,0,0,1
3769,54,Caucasian,1,0,0,0,0,0,0,0
3771,25,African-American,1,0,1,2,5,1,1,1
3772,24,Caucasian,1,0,0,0,3,1,1,0
3774,61,Caucasian,1,0,0,0,0,0,0,0
3776,42,Caucasian,0,0,0,0,0,0,0,0
3778,28,Caucasian,1,0,0,0,1,0,1,0
3779,27,African-American,1,0,0,0,1,0,0,1
3780,24,Caucasian,1,0,0,0,2,0,0,0
3782,32,African-American,1,0,0,0,16,1,1,1
3783,38,Caucasian,1,0,0,0,0,1,0,0
3785,21,Caucasian,1,0,1,1,1,0,0,0
3787,27,African-American,1,0,0,0,1,1,1,1
3788,39,Caucasian,1,0,0,0,0,1,0,0
3789,29,Caucasian,1,0,0,0,0,1,0,0
3790,29,Caucasian,1,0,0,0,1,1,0,0
3793,36,Caucasian,1,0,0,0,1,1,1,0
3794,46,African-American,1,0,0,0,0,1,1,1
3797,44,African-American,1,1,0,0,7,1,0,1
3799,27,African-American,1,0,0,0,0,0,0,1
3800,27,African-American,1,0,0,0,8,1,1,1
3801,61,Caucasian,1,0,0,0,0,0,0,0
3802,47,African-American,1,0,0,0,0,0,1,1
3804,27,African-American,1,0,0,0,1,0,0,1
3805,28,Caucasian,1,0,0,0,0,1,1,0
3807,31,Caucasian,0,0,0,0,1,0,1,0
3809,26,Caucasian,1,0,0,0,9,0,1,0
3811,53,African-American,1,0,0,0,2,1,1,1
3812,26,African-American,1,0,0,0,1,1,1,1
3814,25,African-American,1,0,0,0,2,1,0,1
3817,21,African-American,0,0,3,1,4,0,1,1
3818,23,African-American,1,0,0,0,1,0,0,1
3821,45,African-American,0,0,0,0,2,1,0,1
3824,27,African-American,1,0,0,0,2,0,1,1
3830,26,African-American,0,0,0,0,0,0,0,1
3831,21,Caucasian,1,0,0,0,0,1,1,0
3835,62,Caucasian,0,0,0,0,0,0,0,0
3836,48,Caucasian,1,0,0,0,0,1,0,0
3838,53,African-American,1,0,0,0,1,0,0,1
3839,62,African-American,1,0,0,0,3,0,1,1
3840,28,African-American,1,1,1,0,5,1,0,1
3841,56,Caucasian,1,0,0,0,1,1,0,0
3847,22,African-American,1,1,0,0,2,1,1,1
3848,26,African-American,1,0,0,0,5,1,1,1
3853,35,African-American,1,0,0,0,4,0,0,1
3854,22,African-American,1,0,0,0,1,1,1,1
3856,37,African-American,0,1,0,0,7,1,0,1
3857,32,African-American,0,0,0,0,0,1,0,1
3858,33,African-American,0,0,0,0,3,1,1,1
3860,53,Caucasian,1,0,0,0,0,0,0,0
3862,32,Caucasian,1,0,0,0,0,0,0,0
3863,26,Caucasian,1,0,0,0,0,0,0,0
3864,61,Caucasian,1,0,0,0,0,0,0,0
3865,21,African-American,1,0,0,0,0,0,0,1
3867,69,African-American,1,0,0,0,22,0,0,1
3869,26,African-American,1,0,0,0,0,0,0,1
3870,30,African-American,1,0,0,0,9,1,1,1
3872,21,Caucasian,1,0,0,0,1,1,0,0
3879,41,Caucasian,1,0,0,0,0,0,0,0
3880,45,African-American,1,0,0,0,0,1,1,1
3881,31,African-American,1,0,1,3,10,1,1,1
3882,22,Caucasian,1,0,0,0,0,1,0,0
3884,54,Caucasian,0,0,0,0,0,1,1,0
3885,50,Caucasian,1,0,0,0,2,0,1,0
3891,21,African-American,0,0,0,0,0,1,1,1
3897,30,Caucasian,1,0,0,0,0,1,1,0
3899,30,African-American,1,0,0,0,11,1,1,1
3902,26,Caucasian,1,0,0,0,5,0,0,0
3904,59,African-American,0,0,0,0,0,0,0,1
3906,29,African-American,1,0,0,0,13,1,1,1
3909,30,Caucasian,1,0,0,0,13,1,1,0
3910,25,African-American,1,0,0,0,5,0,1,1
3917,22,African-American,1,0,0,1,0,1,0,1
3918,41,African-American,1,0,0,0,8,1,1,1
3924,37,African-American,0,0,0,0,13,1,0,1
3925,22,African-American,1,0,0,2,0,1,1,1
3929,19,African-American,1,0,0,0,0,1,1,1
3930,45,Caucasian,1,0,0,0,2,0,0,0
3933,33,African-American,0,0,0,0,5,1,1,1
3934,52,African-American,1,0,0,0,7,1,0,1
3935,21,African-American,0,0,0,0,0,1,0,1
3936,43,African-American,1,0,0,0,6,0,1,1
